G1,Ngữ Văn,Viết,"Viết câu, đoạn văn ngắn","Quy trình viết Bước đầu trả lời được những câu hỏi như: Viết về ai? Viết về cái gì, việc gì? Thực hành viết",empty
G1,Ngữ Văn,Viết,"Viết câu, đoạn văn ngắn","Điền được phần thông tin còn trống, viết được câu trả lời, viết câu dưới tranh phù hợp với nội dung câu chuyện đã đọc hoặc đã nghe.",empty
G1,Ngữ Văn,Viết,"Viết câu, đoạn văn ngắn","Điền được vào phần thông tin còn trống, viết câu nói về hình dáng hoặc hoạt động của nhân vật dưới tranh trong câu chuyện đã học dựa trên gợi ý. Điền được phần thông tin còn trống, viết câu trả lời hoặc viết lại câu đã nói để giới thiệu bản thân dựa trên gợi ý.",empty
G1,Ngữ Văn,Nói và nghe,Nói,"Nói rõ ràng, thành câu. Biết nhìn vào người nghe khi nói.",empty
G1,Ngữ Văn,Nói và nghe,Nói,Đặt được câu hỏi đơn giản và trả lời đúng vào nội dung câu hỏi.,empty
G1,Ngữ Văn,Nói và nghe,Nói,"Nói và đáp lại được lời chào hỏi, xin phép, cảm ơn, xin lỗi, phù hợp với đối tượng người nghe.",empty
G1,Ngữ Văn,Nói và nghe,Nói,"Biết giới thiệu ngắn về bản thân, gia đình, đồ vật yêu thích dựa trên gợi ý.",empty
G1,Ngữ Văn,Nói và nghe,Nói,"Kể lại được một đoạn hoặc cả câu chuyện đơn giản đã đọc, xem hoặc nghe (dựa vào các tranh minh hoạ và lời gợi ý dưới tranh).",empty
G1,Ngữ Văn,Nói và nghe,Nghe,"Có thói quen và thái độ chú ý nghe người khác nói (nhìn vào người nói, có tư thế nghe phù hợp). Đặt một vài câu hỏi để hỏi lại những điều chưa rõ.",empty
G1,Ngữ Văn,Nói và nghe,Nghe,"Nghe hiểu các thông báo, hướng dẫn, yêu cầu, nội quy trong lớp học.",empty
G1,Ngữ Văn,Nói và nghe,Nghe,Nghe một câu chuyện và trả lời được các câu hỏi: Ai? Cái gì? Khi nào? Ở đâu?,empty
G1,Ngữ Văn,Nói và nghe,Nói nghe tương tác,"Biết đưa tay xin phát biểu, chờ đến lượt được phát biểu. Biết trao đổi trong nhóm để chia sẻ những ý nghĩ và thông tin đơn giản",empty
G1,Tự nhiên và xã hội,Gia đình,Thành viên và mối quan hệ giữa các thành viên trong gia đình,Giới thiệu được bản thân và các thành viên trong gia đình.,empty
G1,Tự nhiên và xã hội,Gia đình,Thành viên và mối quan hệ giữa các thành viên trong gia đình,"Nêu được ví dụ về bản thân và các thành viên trong gia đình làm công việc nhà và chia sẻ thời gian nghỉ ngơi, vui chơi cùng nhau.",empty
G1,Tự nhiên và xã hội,Gia đình,Thành viên và mối quan hệ giữa các thành viên trong gia đình,Thể hiện được tình cảm và cách ứng xử phù hợp với các thành viên trong gia đình.,empty
G1,Tự nhiên và xã hội,Gia đình,"Nhà ở, đồ dùng trong nhà; sử dụng an toàn một số đồ dùng trong nhà","Nêu được địa chỉ nơi gia đình đang ở.  - Nêu được một số đặc điểm của ngôi nhà hoặc căn hộ nơi gia đình đang ở, các phòng trong ngôi nhà hoặc căn hộ và một số đặc điểm xung quanh nơi ở.  - Đặt được câu hỏi để tìm hiểu về một số đồ dùng, thiết bị trong gia đình.  - Chỉ ra hoặc nêu được tên đồ dùng, thiết bị trong nhà nếu sử dụng không cẩn thận có thể làm bản thân hoặc người khác gặp nguy hiểm.  - Nêu được cách sử dụng an toàn một số đồ dùng trong gia đình và lựa chọn được cách xử lí tình huống khi bản thân hoặc người nhà có nguy cơ bị thương hoặc đã bị thương do sử dụng một số đồ dùng không cẩn thận.",empty
G1,Tự nhiên và xã hội,Gia đình,"Sắp xếp đồ dùng cá nhân gọn gàng, ngăn nắp","Nêu được sự cần thiết phải sắp xếp đồ dùng cá nhân gọn gàng, ngăn nắp.  - Làm được một số việc phù hợp để giữ nhà ở gọn gàng, ngăn nắp.",empty
G1,Tự nhiên và xã hội,TRƯỜNG HỌC,Cơ sở vật chất của lớp học và trường học,"Nói được tên trường, địa chỉ của trường, tên lớp học.  - Xác định được vị trí của lớp học, các phòng chức năng, một số khu vực khác của nhà trường như sân chơi, bãi tập, vườn trường, khu vệ sinh,...  - Kể được tên một số đồ dùng, thiết bị có trong lớp học.  - Thực hiện được việc giữ gìn và sử dụng cẩn thận, đúng cách các đồ dùng, thiết bị của lớp học và trường học.",empty
G1,Tự nhiên và xã hội,TRƯỜNG HỌC,"Các thành viên và nhiệm vụ của một số thành viên trong lớp học, trường học","Xác định được các thành viên trong lớp học, trường học và nhiệm vụ của một số thành viên.  - Thể hiện được tình cảm và cách ứng xử phù hợp với bạn bè, giáo viên và các thành viên khác trong nhà trường.",empty
G1,Tự nhiên và xã hội,TRƯỜNG HỌC,Hoạt động chính của học sinh ở lớp học và trường học,Kể được tên các hoạt động chính trong lớp học và trường học; nêu được cảm nhận của bản thân khi tham gia các hoạt động đó.,empty
G1,Tự nhiên và xã hội,TRƯỜNG HỌC,An toàn khi vui chơi ở trường và giữ lớp học sạch đẹp,Nói được về hoạt động vui chơi trong giờ nghỉ; biết lựa chọn và chơi những trò chơi an toàn.  - Làm được những việc phù hợp để giữ lớp học sạch đẹp.,empty
G1,Tự nhiên và xã hội,CỘNG ĐỒNG ĐỊA PHƯƠNG,"Quang cảnh làng xóm, đường phố","Giới thiệu được một cách đơn giản về quang cảnh làng xóm, đường phố qua quan sát thực tế cuộc sống hằng ngày và tranh ảnh hoặc video.  - Bày tỏ được sự gắn bó, tình cảm của bản thân với làng xóm hoặc khu phố của mình.",empty
G1,Tự nhiên và xã hội,CỘNG ĐỒNG ĐỊA PHƯƠNG,Một số hoạt động của người dân trong cộng đồng,"Nêu được một số công việc của người dân trong cộng đồng và đóng góp của công việc đó cho xã hội qua quan sát cuộc sống hằng ngày và tranh ảnh hoặc video.  - Nhận biết được bất kì công việc nào đem lại lợi ích cho cộng đồng đều đáng quý.  - Nêu được một số việc học sinh có thể làm để đóng góp cho cộng đồng địa phương.  - Giới thiệu được tên, thời gian diễn ra một lễ hội truyền thống có sự tham gia của học sinh, gia đình và người dân ở cộng đồng.  - Kể được một số công việc của các thành viên trong gia đình và người dân cho lễ hội đó.  - Nêu được cảm xúc khi tham gia lễ hội đó.",empty
G1,Tự nhiên và xã hội,CỘNG ĐỒNG ĐỊA PHƯƠNG,An toàn trên đường,"Nhận biết được một số tình huống nguy hiểm, các rủi ro có thể xảy ra trên đường và nêu được cách phòng tránh thông qua quan sát thực tế cuộc sống hằng ngày và tranh ảnh hoặc video.  - Nói được tên và ý nghĩa của một số biển báo và đèn hiệu giao thông.  - Thực hành đi bộ qua đường theo sơ đồ: đoạn đường không có đèn tín hiệu giao thông; đoạn đường có đèn tín hiệu giao thông.",empty
G1,Tự nhiên và xã hội,THỰC VẬT VÀ ĐỘNG VẬT,Thực vật và động vật xung quanh,"Nêu tên và đặt được câu hỏi để tìm hiểu về một số đặc điểm bên ngoài nổi bật của cây và con vật thường gặp.  - Vẽ hoặc sử dụng được sơ đồ có sẵn để chỉ và nói (hoặc viết) được tên các bộ phận bên ngoài của một số cây và con vật.  - Phân biệt được một số cây theo nhu cầu sử dụng của con người (cây bóng mát, cây ăn quả, cây hoa,...).  - Phân biệt được một số con vật theo ích lợi hoặc tác hại của chúng đối với con người.",empty
G1,Tự nhiên và xã hội,THỰC VẬT VÀ ĐỘNG VẬT,Chăm sóc và bảo vệ cây trồng và vật nuôi,"Nêu được việc làm phù hợp để chăm sóc, bảo vệ cây trồng và vật nuôi.  - Làm được một số việc phù hợp để chăm sóc, bảo vệ cây trồng ở trường hoặc ở nhà và đối xử tốt với vật nuôi.  - Có ý thức giữ an toàn cho bản thân khi tiếp xúc với một số cây, con vật và chia sẻ với những người xung quanh cùng thực hiện.",empty
G1,Tự nhiên và xã hội,CON NGƯỜI VÀ SỨC KHOẺ,Các bộ phận bên ngoài và giác quan của cơ thể,"Xác định được tên, hoạt động các bộ phận bên ngoài của cơ thể; phân biệt được con trai và con gái.  - Nêu được tên, chức năng của các giác quan.  - Giải thích được ở mức độ đơn giản tại sao cần phải bảo vệ các giác quan.  - Thực hiện được việc làm để bảo vệ các giác quan trong cuộc sống hằng ngày, đặc biệt biết cách phòng tránh cận thị học đường.",empty
G1,Tự nhiên và xã hội,CON NGƯỜI VÀ SỨC KHOẺ,Giữ cho cơ thể khoẻ mạnh và an toàn,"Nêu được những việc cần làm để giữ vệ sinh cơ thể và ích lợi của việc làm đó; thực hiện đúng các quy tắc giữ vệ sinh cơ thể; tự đánh giá được việc thực hiện giữ vệ sinh cơ thể.  - Nêu được số bữa cần ăn trong ngày và tên một số thức ăn, đồ uống giúp cho cơ thể khoẻ mạnh và an toàn qua quan sát tranh ảnh và (hoặc) video; tự nhận xét được thói quen ăn uống của bản thân.  - Xác định được các hoạt động vận động và nghỉ ngơi có lợi cho sức khoẻ qua quan sát tranh ảnh và (hoặc) video; liên hệ với những hoạt động hằng ngày của bản thân và đưa ra được hoạt động nào cần dành nhiều thời gian để cơ thể khoẻ mạnh.  - Nhận biết được vùng riêng tư của cơ thể cần được bảo vệ.  - Thực hành nói không và tránh xa người có hành vi động chạm hay đe doạ đến sự an toàn của bản thân.  - Thực hành nói với người lớn tin cậy để được giúp đỡ khi cần.",empty
G1,Tự nhiên và xã hội,TRÁI ĐẤT VÀ BẦU TRỜI,"Bầu trời ban ngày, ban đêm","Mô tả được bầu trời ban ngày và ban đêm qua quan sát thực tế, tranh ảnh hoặc video.  - So sánh được ở mức độ đơn giản bầu trời ban ngày và ban đêm; bầu trời ban đêm vào các ngày khác nhau (nhìn thấy hay không nhìn thấy Mặt Trăng và các vì sao).  - Nêu được ví dụ về vai trò của Mặt Trời đối với Trái Đất (sưởi ấm và chiếu sáng).  - Có ý thức bảo vệ mắt, không nhìn trực tiếp vào Mặt Trời và chia sẻ với những người xung quanh cùng thực hiện.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG VÀO BẢN THÂN,Hoạt động khám phá bản thân,Mô tả được hình thức bên ngoài của bản thân.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG VÀO BẢN THÂN,Hoạt động khám phá bản thân,Thể hiện đượcmột số biểu hiện cảm xúc và hành vi yêu thương phù hợp với hoàn cảnh giao tiếp thông thường.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG VÀO BẢN THÂN,Hoạt động rèn luyện bản thân,Thực hiện được một số việc tự chăm sóc bản thân phù hợp với lứa tuổi.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG VÀO BẢN THÂN,Hoạt động rèn luyện bản thân,"Nêu được những hành động an toàn, không an toàn khi vui chơi và thực hiện được một số hành vi tự bảo vệ.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động chăm sóc gia đình,"Thực hiện được lời nói, việc làm thể hiện tình yêu thương với các thành viên trong gia đình phù hợp với lứa tuổi.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động chăm sóc gia đình,Biết tham gia sắp xếp nhà cửa gọn gàng.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động chăm sóc gia đình,Biết cách sử dụng một số dụng cụ gia đình một cách an toàn.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động xây dựng nhà trường,"Làm quen được với bạn mới, thể hiện sự thân thiện với bạn bè, thầy cô.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động xây dựng nhà trường,"Nhận biết được những việc nên làm vào giờ học, những việc nên làm vào giờ chơi và thực hiện được những việc đó.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động xây dựng nhà trường,Tham gia các hoạt động giáo dục của Sao Nhi đồng và của nhà trường.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động xây dựng cộng đồng,Biết thiết lập các mối quan hệ với hàng xóm.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN XÃ HỘI,Hoạt động xây dựng cộng đồng,Tham gia một số hoạt động xã hội phù hợp với lứa tuổi.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN TỰNHIÊN,Hoạt động tìm hiểu và bảo tồn cảnh quan thiên nhiên,"Giới thiệu được với bạn bè, người thân về vẻ đẹp của cảnh quan thiên nhiên nơi mình sinh sống.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN TỰNHIÊN,Hoạt động tìm hiểu và bảo tồn cảnh quan thiên nhiên,Biết bảo vệ vẻ đẹp của cảnh quan thiên nhiên nơi mình sinh sống.,empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN TỰNHIÊN,Hoạt động tìm hiểu và bảo vệmôi trường,"Nhận biết được thế nào là môi trường sạch, đẹp và chưa sạch, đẹp.",empty
G1,Hoạt động trải nghiệm,HOẠT ĐỘNG HƯỚNG ĐẾN TỰNHIÊN,Hoạt động tìm hiểu và bảo vệmôi trường,"Thực hiện được một số việc làm cụ thể phù hợp với lứa tuổi để bảo vệ môi trường xung quanh luôn sạch, đẹp.",empty
G1,Âm nhạc,Hát,Hát ,"Bước đầu biết hát với giọng hát tự nhiên, tư thế phù hợp.",empty
G1,Âm nhạc,Hát,Hát ,"Bước đầu hát đúng cao độ, trường độ.",empty
G1,Âm nhạc,Hát,Hát ,Hát rõ lời và thuộc lời.,empty
G1,Âm nhạc,Hát,Hát ,"Bước đầu biết hát với các hình thức đơn ca, tốp ca, đồng ca.",empty
G1,Âm nhạc,Hát,Hát ,Nêu được tên bài hát.,empty
G1,Âm nhạc,Hát,Hát ,"Bước đầu biết hát kết hợp gõ đệm, vận động đơn giảnhoặc trò chơi.",empty
G1,Âm nhạc,Nghe nhạc ,Nghe Nhạc ,Biết lắng nghe và vận động cơ thể phù hợp với nhịp điệu.,empty
G1,Âm nhạc,Nghe nhạc ,Nghe Nhạc ,"Bước đầu biết cảm nhận về đặc trưng của âm thanh trong cuộc sống vàtrong âm nhạc; cảm nhận âm thanh cao - thấp, dài - ngắn.",empty
G1,Âm nhạc,Nghe nhạc ,Nghe Nhạc ,Nêu được tên bản nhạc.,empty
G1,Âm nhạc,Đọc nhạc ,Đọc nhạc ,Đọc đúng tên nốt; bước đầu đọc đúng cao độvà trường độcác nốt nhạc.,empty
G1,Âm nhạc,Đọc nhạc ,Đọc nhạc ,"Bước đầu cảm nhận và phân biệt được âm thanh cao - thấp, dài - ngắn, to - nhỏ.",empty
G1,Âm nhạc,Nhạc cụ ,Nhạc cụ ,Bước đầu biết chơi nhạc cụđúng tư thếvà đúng cách.,empty
G1,Âm nhạc,Nhạc cụ ,Nhạc cụ ,Bước đầu thểhiện được mẫu tiết tấu theo hướng dẫn của giáo viên.,empty
G1,Âm nhạc,Nhạc cụ ,Nhạc cụ ,Bước đầu biết sử dụng nhạc cụ để đệm cho bài hát.,empty
G1,Âm nhạc,Thưởng thức âm nhạc ,Thưởng thức âm nhạc ,Nêuđược tên của một số nhạc cụ phổ biến được học.,empty
G1,Âm nhạc,Thưởng thức âm nhạc ,Thưởng thức âm nhạc ,Nhận biết được nhạc cụkhi xem biểu diễn.,empty
G1,Âm nhạc,Thưởng thức âm nhạc ,Thưởng thức âm nhạc ,Nêu được tên các nhân vật yêu thích.- Kể được câu chuyện ngắn theo hình ảnh minh họa.,empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Quan sát và nhận thức thẩm mĩ:,"Biết được mĩ thuật có ởxung quanh. - Biết được một sốđồdùng, màu vẽvà vật liệu sẵn có đểthực hành, sáng tạo.- Nhận biết được yếu tốtạo hình: chấm, nét, hình, khối, màu sắc.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Đọc được tên một sốmàu trong thực hành, sáng tạo.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Tạo được chấm bằng nhiều cách khác nhau, biết sửdụng chấm trongtạo hình và trang trí sản phẩm.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Tạo được một sốloại nét khác nhau, biết sửdụng nét đểmô phỏng đối tượng.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Tạo được hình, khối dạng cơ bản.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Sửdụng được vật liệu sẵn có đểthực hành, sáng tạo.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,Sắp xếp được sản phẩm củacá nhân tạo thành sản phẩm nhómhọc tập. ,empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Sáng tạo và ứng dụng thẩm mĩ:,"Biết cách sử dụng, bảo quản một sốvật liệu, chất liệu thông dụng như màu vẽ, đất nặn, giấy màu,... trong thực hành, sáng tạo. ",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Phân tích và đánh giá thẩm mĩ:,"Trưng bàyvànêu được tên sản phẩm, chia sẻ cảm nhận về sản phẩm của cá nhân, của bạn bè.",empty
G1,Mĩ thuật,Mỹ thuật tạo hình ,Phân tích và đánh giá thẩm mĩ:,"Nêu được tên một số màu;bước đầu mô tả,chia sẻ được cảm nhận vềhình ảnh chính ở sản phẩm, tác phẩm mĩ thuật.",empty
G1,Mĩ thuật,Mỹ thuật ứng dụng ,Quan sát và nhận thức thẩm mĩ:,"Nêu được tên một số công cụ, vật liệu để thực hành, sáng tạo.",empty
G1,Mĩ thuật,Mỹ thuật ứng dụng ,Quan sát và nhận thức thẩm mĩ:,"Nhận biết được yếu tốtạo hình: chấm, nét, hình, khối, màuởsản phẩm thủcông",empty
G1,Mĩ thuật,Mỹ thuật ứng dụng ,Sáng tạo và ứng dụng thẩm mĩ:,"Biết cách sửdụng công cụphù hợp với vật liệu và an toàn trong thực hành, sáng tạo.",empty
G1,Mĩ thuật,Mỹ thuật ứng dụng ,Sáng tạo và ứng dụng thẩm mĩ:,Thực hiện được các bước trong thựchành tạo ra sản phẩm.,empty
